,animeA,num_recommenders
154473,273,2.0
154474,12119,2.0
154475,273,2.0
154476,31376,2.0
154477,273,2.0
154478,37497,2.0
154479,2732,2.0
154480,9513,2.0
154481,2734,2.0
154482,4107,2.0
154483,9288,2.0
154484,2734,2.0
154485,274,2.0
154486,11227,2.0
154487,2744,2.0
154488,2963,2.0
154489,5680,2.0
154490,2744,2.0
154491,6127,2.0
154492,2744,2.0
154493,6574,2.0
154494,2744,2.0
154495,8557,2.0
154496,2744,2.0
154497,2746,2.0
154498,3446,2.0
154499,2746,2.0
154500,7279,2.0
154501,275,2.0
154502,13367,2.0
154503,2751,2.0
154504,2756,2.0
154505,2751,2.0
154506,2931,2.0
154507,2751,2.0
154508,4081,2.0
154509,2915,2.0
154510,2753,2.0
154511,2754,2.0
154512,3989,2.0
154513,2755,2.0
154514,3910,2.0
154515,2884,2.0
154516,2756,2.0
154517,2756,2.0
154518,2931,2.0
154519,3322,2.0
154520,2756,2.0
154521,2756,2.0
154522,3503,2.0
154523,2758,2.0
154524,5075,2.0
154525,9041,2.0
154526,2758,2.0
154527,2759,2.0
154528,2760,2.0
154529,4107,2.0
154530,2759,2.0
154531,2759,2.0
154532,9260,2.0
154533,276,2.0
154534,32214,2.0
154535,36516,2.0
154536,276,2.0
154537,6288,2.0
154538,2760,2.0
154539,3784,2.0
154540,2761,2.0
154541,3785,2.0
154542,2761,2.0
154543,3125,2.0
154544,2762,2.0
154545,2766,2.0
154546,2923,2.0
154547,3325,2.0
154548,2766,2.0
154549,8206,2.0
154550,2766,2.0
154551,277,2.0
154552,27775,2.0
154553,4549,2.0
154554,2772,2.0
154555,3258,2.0
154556,2775,2.0
154557,6016,2.0
154558,2775,2.0
154559,2775,2.0
154560,6880,2.0
154561,2776,2.0
154562,3533,2.0
154563,3366,2.0
154564,2781,2.0
154565,2781,2.0
154566,6682,2.0
154567,7705,2.0
154568,2781,2.0
154569,9041,2.0
154570,2781,2.0
154571,9314,2.0
154572,2781,2.0
154573,2781,2.0
154574,9379,2.0
154575,2781,2.0
154576,9989,2.0
154577,2782,2.0
154578,2792,2.0
154579,3886,2.0
154580,2782,2.0
154581,9989,2.0
154582,2786,2.0
154583,2966,2.0
154584,2787,2.0
154585,4224,2.0
154586,2787,2.0
154587,2787,2.0
154588,4654,2.0
154589,3939,2.0
154590,2788,2.0
154591,2789,2.0
154592,3972,2.0
154593,279,2.0
154594,10798,2.0
154595,279,2.0
154596,19383,2.0
154597,279,2.0
154598,37451,2.0
154599,279,2.0
154600,41392,2.0
154601,3135,2.0
154602,2792,2.0
154603,5904,2.0
154604,2792,2.0
154605,8438,2.0
154606,2792,2.0
154607,2795,2.0
154608,3407,2.0
154609,2795,2.0
154610,3572,2.0
154611,2795,2.0
154612,5342,2.0
154613,2798,2.0
154614,3918,2.0
154615,4502,2.0
154616,2798,2.0
154617,2798,2.0
154618,5315,2.0
154619,2798,2.0
154620,8675,2.0
154621,2798,2.0
154622,9322,2.0
154623,2800,2.0
154624,2799,2.0
154625,2828,2.0
154626,2800,2.0
154627,3660,2.0
154628,2804,2.0
154629,2808,2.0
154630,4981,2.0
154631,11021,2.0
154632,281,2.0
154633,2817,2.0
154634,2810,2.0
154635,2815,2.0
154636,2814,2.0
154637,282,2.0
154638,46471,2.0
154639,2820,2.0
154640,9253,2.0
154641,2825,2.0
154642,5935,2.0
154643,2825,2.0
154644,7786,2.0
154645,2829,2.0
154646,2828,2.0
154647,2828,2.0
154648,3877,2.0
154649,2829,2.0
154650,5420,2.0
154651,2829,2.0
154652,5494,2.0
154653,283,2.0
154654,30123,2.0
154655,35062,2.0
154656,283,2.0
154657,3125,2.0
154658,2835,2.0
154659,9834,2.0
154660,2835,2.0
154661,2841,2.0
154662,2869,2.0
154663,2841,2.0
154664,2870,2.0
154665,2841,2.0
154666,3479,2.0
154667,2841,2.0
154668,6465,2.0
154669,2890,2.0
154670,2848,2.0
154671,8142,2.0
154672,2848,2.0
154673,285,2.0
154674,28013,2.0
154675,39990,2.0
154676,285,2.0
154677,2852,2.0
154678,3679,2.0
154679,2852,2.0
154680,3680,2.0
154681,5054,2.0
154682,2852,2.0
154683,6194,2.0
154684,2852,2.0
154685,2858,2.0
154686,3622,2.0
154687,3992,2.0
154688,2858,2.0
154689,2858,2.0
154690,4004,2.0
154691,2858,2.0
154692,5211,2.0
154693,2861,2.0
154694,3479,2.0
154695,2867,2.0
154696,3102,2.0
154697,5194,2.0
154698,2867,2.0
154699,2867,2.0
154700,7411,2.0
154701,2869,2.0
154702,2868,2.0
154703,2870,2.0
154704,2868,2.0
154705,2869,2.0
154706,2870,2.0
154707,2869,2.0
154708,3527,2.0
154709,14719,2.0
154710,287,2.0
154711,36903,2.0
154712,287,2.0
154713,287,2.0
154714,37007,2.0
154715,41353,2.0
154716,287,2.0
154717,2871,2.0
154718,3102,2.0
154719,3918,2.0
154720,2871,2.0
154721,2871,2.0
154722,8652,2.0
154723,2875,2.0
154724,3888,2.0
154725,13201,2.0
154726,288,2.0
154727,288,2.0
154728,19319,2.0
154729,288,2.0
154730,21639,2.0
154731,31049,2.0
154732,288,2.0
154733,32881,2.0
154734,288,2.0
154735,288,2.0
154736,34866,2.0
154737,36423,2.0
154738,288,2.0
154739,2882,2.0
154740,3075,2.0
154741,2883,2.0
154742,4010,2.0
154743,6675,2.0
154744,2884,2.0
154745,8795,2.0
154746,2884,2.0
154747,2889,2.0
154748,2952,2.0
154749,2889,2.0
154750,5538,2.0
154751,2889,2.0
154752,6444,2.0
154753,24031,2.0
154754,289,2.0
154755,289,2.0
154756,32901,2.0
154757,4513,2.0
154758,2890,2.0
154759,6008,2.0
154760,2890,2.0
154761,2890,2.0
154762,7711,2.0
154763,2891,2.0
154764,3914,2.0
154765,4981,2.0
154766,2891,2.0
154767,2891,2.0
154768,5365,2.0
154769,2891,2.0
154770,5998,2.0
154771,2891,2.0
154772,6463,2.0
154773,2896,2.0
154774,2982,2.0
154775,2896,2.0
154776,3382,2.0
154777,3759,2.0
154778,2899,2.0
154779,12029,2.0
154780,290,2.0
154781,290,2.0
154782,14833,2.0
154783,16524,2.0
154784,290,2.0
154785,290,2.0
154786,28249,2.0
154787,290,2.0
154788,34547,2.0
154789,3272,2.0
154790,2903,2.0
154791,3625,2.0
154792,2903,2.0
154793,2903,2.0
154794,4854,2.0
154795,6031,2.0
154796,2903,2.0
154797,2966,2.0
154798,2904,2.0
154799,3407,2.0
154800,2904,2.0
154801,3572,2.0
154802,2904,2.0
154803,3972,2.0
154804,2904,2.0
154805,4094,2.0
154806,2904,2.0
154807,2904,2.0
154808,4981,2.0
154809,2904,2.0
154810,5040,2.0
154811,2904,2.0
154812,5060,2.0
154813,5114,2.0
154814,2904,2.0
154815,5307,2.0
154816,2904,2.0
154817,5341,2.0
154818,2904,2.0
154819,5630,2.0
154820,2904,2.0
154821,2904,2.0
154822,6676,2.0
154823,6746,2.0
154824,2904,2.0
154825,8086,2.0
154826,2904,2.0
154827,9756,2.0
154828,2904,2.0
154829,9941,2.0
154830,2904,2.0
154831,2907,2.0
154832,3577,2.0
154833,10079,2.0
154834,291,2.0
154835,2915,2.0
154836,6211,2.0
154837,2916,2.0
154838,5440,2.0
154839,292,2.0
154840,10572,2.0
154841,11697,2.0
154842,292,2.0
154843,292,2.0
154844,16894,2.0
154845,24415,2.0
154846,292,2.0
154847,37403,2.0
154848,292,2.0
154849,3457,2.0
154850,2923,2.0
154851,3641,2.0
154852,2923,2.0
154853,3656,2.0
154854,2923,2.0
154855,3692,2.0
154856,2923,2.0
154857,2923,2.0
154858,5678,2.0
154859,5684,2.0
154860,2923,2.0
154861,2923,2.0
154862,6008,2.0
154863,6045,2.0
154864,2923,2.0
154865,2923,2.0
154866,6117,2.0
154867,6201,2.0
154868,2923,2.0
154869,6213,2.0
154870,2923,2.0
154871,2923,2.0
154872,6347,2.0
154873,2923,2.0
154874,6408,2.0
154875,2923,2.0
154876,7768,2.0
154877,8217,2.0
154878,2923,2.0
154879,8481,2.0
154880,2923,2.0
154881,8525,2.0
154882,2923,2.0
154883,9289,2.0
154884,2923,2.0
154885,9331,2.0
154886,2923,2.0
154887,9441,2.0
154888,2923,2.0
154889,9756,2.0
154890,2923,2.0
154891,9893,2.0
154892,2923,2.0
154893,2924,2.0
154894,2927,2.0
154895,2966,2.0
154896,2924,2.0
154897,2924,2.0
154898,3420,2.0
154899,2924,2.0
154900,4213,2.0
154901,2924,2.0
154902,4654,2.0
154903,4720,2.0
154904,2924,2.0
154905,2924,2.0
154906,4744,2.0
154907,2924,2.0
154908,4789,2.0
154909,4975,2.0
154910,2924,2.0
154911,5150,2.0
154912,2924,2.0
154913,6045,2.0
154914,2924,2.0
154915,2924,2.0
154916,6165,2.0
154917,2924,2.0
154918,7647,2.0
154919,2924,2.0
154920,7674,2.0
154921,2924,2.0
154922,8676,2.0
154923,8769,2.0
154924,2924,2.0
154925,2924,2.0
154926,9379,2.0
154927,2924,2.0
154928,9756,2.0
154929,2924,2.0
154930,9922,2.0
154931,2926,2.0
154932,2927,2.0
154933,3011,2.0
154934,2926,2.0
154935,4224,2.0
154936,2926,2.0
154937,2926,2.0
154938,4744,2.0
154939,6547,2.0
154940,2926,2.0
154941,2926,2.0
154942,8536,2.0
154943,2926,2.0
154944,9756,2.0
154945,3299,2.0
154946,2927,2.0
154947,2927,2.0
154948,6045,2.0
154949,2927,2.0
154950,6098,2.0
154951,14563,2.0
154952,293,2.0
154953,293,2.0
154954,16169,2.0
154955,17497,2.0
154956,293,2.0
154957,20033,2.0
154958,293,2.0
154959,2931,2.0
154960,3322,2.0
154961,2931,2.0
154962,4879,2.0
154963,2931,2.0
154964,5300,2.0
154965,3171,2.0
154966,2935,2.0
154967,3731,2.0
154968,2938,2.0
154969,2938,2.0
154970,4722,2.0
154971,4928,2.0
154972,2938,2.0
154973,11751,2.0
154974,294,2.0
154975,294,2.0
154976,38853,2.0
154977,2963,2.0
154978,2942,2.0
154979,2942,2.0
154980,2986,2.0
154981,3297,2.0
154982,2942,2.0
154983,3345,2.0
154984,2942,2.0
154985,2942,2.0
154986,3604,2.0
154987,2942,2.0
154988,3841,2.0
154989,2942,2.0
154990,4081,2.0
154991,4483,2.0
154992,2942,2.0
154993,2942,2.0
154994,4550,2.0
154995,2942,2.0
154996,9055,2.0
154997,3050,2.0
154998,2943,2.0
154999,3972,2.0
155000,2952,2.0
155001,6675,2.0
155002,2952,2.0
155003,296,2.0
155004,11757,2.0
155005,296,2.0
155006,14765,2.0
155007,296,2.0
155008,30757,2.0
155009,296,2.0
155010,32772,2.0
155011,2962,2.0
155012,6951,2.0
155013,2963,2.0
155014,2993,2.0
155015,3958,2.0
155016,2963,2.0
155017,2963,2.0
155018,3975,2.0
155019,4535,2.0
155020,2963,2.0
155021,2963,2.0
155022,4550,2.0
155023,5680,2.0
155024,2963,2.0
155025,6347,2.0
155026,2963,2.0
155027,6574,2.0
155028,2963,2.0
155029,2963,2.0
155030,7768,2.0
155031,7817,2.0
155032,2963,2.0
155033,2963,2.0
155034,8129,2.0
155035,8675,2.0
155036,2963,2.0
155037,8726,2.0
155038,2963,2.0
155039,9289,2.0
155040,2963,2.0
155041,9776,2.0
155042,2963,2.0
155043,5945,2.0
155044,2964,2.0
155045,2965,2.0
155046,2985,2.0
155047,4898,2.0
155048,2965,2.0
155049,2965,2.0
155050,5530,2.0
155051,2965,2.0
155052,7079,2.0
155053,8425,2.0
155054,2965,2.0
155055,8915,2.0
155056,2965,2.0
155057,2985,2.0
155058,2966,2.0
155059,2966,2.0
155060,3298,2.0
155061,3322,2.0
155062,2966,2.0
155063,2966,2.0
155064,3549,2.0
155065,3614,2.0
155066,2966,2.0
155067,2966,2.0
155068,4181,2.0
155069,4551,2.0
155070,2966,2.0
155071,2966,2.0
155072,4898,2.0
155073,2966,2.0
155074,5112,2.0
155075,2966,2.0
155076,5114,2.0
155077,2966,2.0
155078,5300,2.0
155079,2966,2.0
155080,5504,2.0
155081,2966,2.0
155082,5530,2.0
155083,2966,2.0
155084,5630,2.0
155085,2966,2.0
155086,5678,2.0
155087,2966,2.0
155088,5734,2.0
155089,5940,2.0
155090,2966,2.0
155091,2966,2.0
155092,6166,2.0
155093,6444,2.0
155094,2966,2.0
155095,2966,2.0
155096,6802,2.0
155097,6895,2.0
155098,2966,2.0
155099,2966,2.0
155100,7311,2.0
155101,2966,2.0
155102,7669,2.0
155103,2966,2.0
155104,8086,2.0
155105,2966,2.0
155106,8915,2.0
155107,9938,2.0
155108,2966,2.0
155109,2967,2.0
155110,3455,2.0
155111,297,2.0
155112,10465,2.0
155113,3615,2.0
155114,2970,2.0
155115,2970,2.0
155116,4654,2.0
155117,4884,2.0
155118,2970,2.0
155119,5034,2.0
155120,2970,2.0
155121,2970,2.0
155122,5079,2.0
155123,2970,2.0
155124,6547,2.0
155125,2970,2.0
155126,7088,2.0
155127,2972,2.0
155128,6985,2.0
155129,2978,2.0
155130,5485,2.0
155131,298,2.0
155132,11757,2.0
155133,298,2.0
155134,11759,2.0
155135,298,2.0
155136,17265,2.0
155137,19009,2.0
155138,298,2.0
155139,31859,2.0
155140,298,2.0
155141,34866,2.0
155142,298,2.0
155143,3220,2.0
155144,2981,2.0
155145,6276,2.0
155146,2981,2.0
155147,9499,2.0
155148,2981,2.0
155149,2982,2.0
155150,4653,2.0
155151,4531,2.0
155152,2983,2.0
155153,2993,2.0
155154,2985,2.0
155155,3002,2.0
155156,2985,2.0
155157,2985,2.0
155158,3616,2.0
155159,2985,2.0
155160,4722,2.0
155161,4879,2.0
155162,2985,2.0
155163,4896,2.0
155164,2985,2.0
155165,2985,2.0
155166,5030,2.0
155167,2985,2.0
155168,6746,2.0
155169,7054,2.0
155170,2985,2.0
155171,7662,2.0
155172,2985,2.0
155173,7762,2.0
155174,2985,2.0
155175,8425,2.0
155176,2985,2.0
155177,9834,2.0
155178,2985,2.0
155179,2985,2.0
155180,9981,2.0
155181,2986,2.0
155182,3827,2.0
155183,2986,2.0
155184,9776,2.0
155185,3079,2.0
155186,2987,2.0
155187,2988,2.0
155188,3479,2.0
155189,3992,2.0
155190,2988,2.0
155191,2993,2.0
155192,3464,2.0
155193,3467,2.0
155194,2993,2.0
155195,3588,2.0
155196,2993,2.0
155197,2993,2.0
155198,4548,2.0
155199,4752,2.0
155200,2993,2.0
155201,4975,2.0
155202,2993,2.0
155203,2993,2.0
155204,4999,2.0
155205,2993,2.0
155206,5081,2.0
155207,6205,2.0
155208,2993,2.0
155209,6747,2.0
155210,2993,2.0
155211,2993,2.0
155212,7148,2.0
155213,7769,2.0
155214,2993,2.0
155215,8074,2.0
155216,2993,2.0
155217,9041,2.0
155218,2993,2.0
155219,9181,2.0
155220,2993,2.0
155221,2993,2.0
155222,9260,2.0
155223,9330,2.0
155224,2993,2.0
155225,2993,2.0
155226,9750,2.0
155227,9936,2.0
155228,2993,2.0
155229,2994,2.0
155230,6768,2.0
155231,13125,2.0
155232,300,2.0
155233,29854,2.0
155234,300,2.0
155235,300,2.0
155236,31580,2.0
155237,4081,2.0
155238,3001,2.0
155239,3001,2.0
155240,6098,2.0
155241,8129,2.0
155242,3001,2.0
155243,3001,2.0
155244,8426,2.0
155245,3389,2.0
155246,3002,2.0
155247,4039,2.0
155248,3002,2.0
155249,3002,2.0
155250,4896,2.0
155251,7661,2.0
155252,3002,2.0
155253,3002,2.0
155254,9253,2.0
155255,9981,2.0
155256,3002,2.0
155257,3006,2.0
155258,6116,2.0
155259,4013,2.0
155260,3008,2.0
155261,3272,2.0
155262,3009,2.0
155263,3009,2.0
155264,4439,2.0
155265,301,2.0
155266,13203,2.0
155267,3011,2.0
155268,9989,2.0
155269,5031,2.0
155270,3019,2.0
155271,16524,2.0
155272,302,2.0
155273,32888,2.0
155274,302,2.0
155275,34541,2.0
155276,302,2.0
155277,302,2.0
155278,34712,2.0
155279,302,2.0
155280,40834,2.0
155281,3022,2.0
155282,6509,2.0
155283,3024,2.0
155284,8426,2.0
155285,3315,2.0
155286,3035,2.0
155287,3036,2.0
155288,8215,2.0
155289,3037,2.0
155290,8228,2.0
155291,3038,2.0
155292,3220,2.0
155293,6383,2.0
155294,3044,2.0
155295,18679,2.0
155296,305,2.0
155297,3050,2.0
155298,3795,2.0
155299,3053,2.0
155300,5231,2.0
155301,3057,2.0
155302,4353,2.0
155303,11757,2.0
155304,306,2.0
155305,306,2.0
155306,15085,2.0
155307,15813,2.0
155308,306,2.0
155309,306,2.0
155310,16417,2.0
155311,306,2.0
155312,18139,2.0
155313,19703,2.0
155314,306,2.0
155315,20057,2.0
155316,306,2.0
155317,30831,2.0
155318,306,2.0
155319,306,2.0
155320,31174,2.0
155321,32681,2.0
155322,306,2.0
155323,306,2.0
155324,32979,2.0
155325,306,2.0
155326,34051,2.0
155327,48849,2.0
155328,306,2.0
155329,3306,2.0
155330,3064,2.0
155331,3448,2.0
155332,3064,2.0
155333,3070,2.0
155334,3287,2.0
155335,3070,2.0
155336,6281,2.0
155337,3070,2.0
155338,8297,2.0
155339,308,2.0
155340,10460,2.0
155341,3082,2.0
155342,3543,2.0
155343,3654,2.0
155344,3085,2.0
155345,3086,2.0
155346,3342,2.0
155347,3407,2.0
155348,3086,2.0
155349,3086,2.0
155350,4725,2.0
155351,5114,2.0
155352,3086,2.0
155353,3086,2.0
155354,6016,2.0
155355,4483,2.0
155356,3087,2.0
155357,3087,2.0
155358,5081,2.0
155359,7059,2.0
155360,3087,2.0
155361,6045,2.0
155362,3088,2.0
155363,8560,2.0
155364,3088,2.0
155365,8768,2.0
155366,3088,2.0
155367,3088,2.0
155368,9333,2.0
155369,6973,2.0
155370,3089,2.0
155371,9000,2.0
155372,3089,2.0
155373,11751,2.0
155374,309,2.0
155375,12679,2.0
155376,309,2.0
155377,309,2.0
155378,14349,2.0
155379,309,2.0
155380,19799,2.0
155381,24705,2.0
155382,309,2.0
155383,33731,2.0
155384,309,2.0
155385,3092,2.0
155386,3210,2.0
155387,4021,2.0
155388,3092,2.0
155389,3092,2.0
155390,5525,2.0
155391,3092,2.0
155392,5774,2.0
155393,7054,2.0
155394,3092,2.0
155395,8634,2.0
155396,3092,2.0
155397,3092,2.0
155398,9232,2.0
155399,9624,2.0
155400,3092,2.0
155401,3093,2.0
155402,3254,2.0
155403,3101,2.0
155404,3270,2.0
155405,3101,2.0
155406,3571,2.0
155407,6675,2.0
155408,3101,2.0
155409,3102,2.0
155410,3918,2.0
155411,3105,2.0
155412,5281,2.0
155413,3107,2.0
155414,6694,2.0
155415,3107,2.0
155416,8111,2.0
155417,311,2.0
155418,21185,2.0
155419,9646,2.0
155420,3111,2.0
155421,4927,2.0
155422,3127,2.0
155423,3129,2.0
155424,5688,2.0
155425,3136,2.0
155426,4853,2.0
155427,316,2.0
155428,20379,2.0
155429,3166,2.0
155430,3366,2.0
155431,3166,2.0
155432,4081,2.0
155433,4975,2.0
155434,3166,2.0
155435,9919,2.0
155436,3166,2.0
155437,9981,2.0
155438,3166,2.0
155439,3167,2.0
155440,3363,2.0
155441,3366,2.0
155442,3167,2.0
155443,3167,2.0
155444,3701,2.0
155445,3167,2.0
155446,4081,2.0
155447,3167,2.0
155448,4981,2.0
155449,5081,2.0
155450,3167,2.0
155451,3167,2.0
155452,5630,2.0
155453,5681,2.0
155454,3167,2.0
155455,5984,2.0
155456,3167,2.0
155457,3167,2.0
155458,6956,2.0
155459,317,2.0
155460,10702,2.0
155461,10793,2.0
155462,317,2.0
155463,17269,2.0
155464,317,2.0
155465,33080,2.0
155466,317,2.0
155467,317,2.0
155468,33082,2.0
155469,36023,2.0
155470,317,2.0
155471,38664,2.0
155472,317,2.0
155473,14237,2.0
155474,318,2.0
155475,318,2.0
155476,38226,2.0
155477,320,2.0
155478,32355,2.0
155479,36144,2.0
155480,320,2.0
155481,3210,2.0
155482,3375,2.0
155483,3210,2.0
155484,5774,2.0
155485,5902,2.0
155486,3210,2.0
155487,8063,2.0
155488,3210,2.0
155489,9926,2.0
155490,3210,2.0
155491,6413,2.0
155492,3214,2.0
155493,10178,2.0
155494,322,2.0
155495,322,2.0
155496,12531,2.0
155497,322,2.0
155498,14227,2.0
155499,32949,2.0
155500,322,2.0
155501,322,2.0
155502,34382,2.0
155503,34636,2.0
155504,322,2.0
155505,322,2.0
155506,48736,2.0
155507,322,2.0
155508,49066,2.0
155509,4498,2.0
155510,3220,2.0
155511,3220,2.0
155512,9521,2.0
155513,9756,2.0
155514,3220,2.0
155515,3226,2.0
155516,9693,2.0
155517,3227,2.0
155518,6895,2.0
155519,7785,2.0
155520,3228,2.0
155521,3228,2.0
155522,9712,2.0
155523,3616,2.0
155524,3229,2.0
155525,3771,2.0
155526,3229,2.0
155527,4192,2.0
155528,3229,2.0
155529,3229,2.0
155530,4999,2.0
155531,3229,2.0
155532,6201,2.0
155533,6347,2.0
155534,3229,2.0
155535,323,2.0
155536,10721,2.0
155537,11111,2.0
155538,323,2.0
155539,16201,2.0
155540,323,2.0
155541,323,2.0
155542,23283,2.0
155543,323,2.0
155544,28223,2.0
155545,31043,2.0
155546,323,2.0
155547,323,2.0
155548,32438,2.0
155549,32962,2.0
155550,323,2.0
155551,35120,2.0
155552,323,2.0
155553,36548,2.0
155554,323,2.0
155555,323,2.0
155556,37451,2.0
155557,323,2.0
155558,37522,2.0
155559,323,2.0
155560,39017,2.0
155561,323,2.0
155562,39195,2.0
155563,43299,2.0
155564,323,2.0
155565,323,2.0
155566,44074,2.0
155567,323,2.0
155568,46102,2.0
155569,3230,2.0
155570,3653,2.0
155571,3230,2.0
155572,4186,2.0
155573,4657,2.0
155574,3230,2.0
155575,4884,2.0
155576,3230,2.0
155577,3230,2.0
155578,5940,2.0
155579,8086,2.0
155580,3230,2.0
155581,5682,2.0
155582,3231,2.0
155583,324,2.0
155584,31790,2.0
155585,6560,2.0
155586,3243,2.0
155587,14289,2.0
155588,325,2.0
155589,325,2.0
155590,23673,2.0
155591,33203,2.0
155592,325,2.0
155593,325,2.0
155594,34984,2.0
155595,325,2.0
155596,36793,2.0
155597,325,2.0
155598,42361,2.0
155599,3439,2.0
155600,3250,2.0
155601,13171,2.0
155602,326,2.0
155603,28223,2.0
155604,326,2.0
155605,33191,2.0
155606,326,2.0
155607,37451,2.0
155608,326,2.0
155609,40230,2.0
155610,326,2.0
155611,41340,2.0
155612,326,2.0
155613,3269,2.0
155614,3446,2.0
155615,5681,2.0
155616,3269,2.0
155617,3269,2.0
155618,6444,2.0
155619,3269,2.0
155620,6922,2.0
155621,3269,2.0
155622,8311,2.0
155623,21273,2.0
155624,327,2.0
155625,327,2.0
155626,22693,2.0
155627,30123,2.0
155628,327,2.0
155629,33489,2.0
155630,327,2.0
155631,3270,2.0
155632,3572,2.0
155633,3270,2.0
155634,4618,2.0
155635,3270,2.0
155636,5505,2.0
155637,3270,2.0
155638,6675,2.0
155639,3312,2.0
155640,3272,2.0
155641,3272,2.0
155642,3418,2.0
155643,328,2.0
155644,23273,2.0
155645,4763,2.0
155646,3286,2.0
155647,6892,2.0
155648,3286,2.0
155649,3287,2.0
155650,9041,2.0
155651,12413,2.0
155652,329,2.0
155653,27775,2.0
155654,329,2.0
155655,32032,2.0
155656,329,2.0
155657,329,2.0
155658,35839,2.0
155659,35968,2.0
155660,329,2.0
155661,329,2.0
155662,37435,2.0
155663,37914,2.0
155664,329,2.0
155665,39198,2.0
155666,329,2.0
155667,40056,2.0
155668,329,2.0
155669,329,2.0
155670,48471,2.0
155671,3297,2.0
155672,4081,2.0
155673,3297,2.0
155674,5680,2.0
155675,3297,2.0
155676,6045,2.0
155677,3297,2.0
155678,7791,2.0
155679,3359,2.0
155680,3298,2.0
155681,3457,2.0
155682,3298,2.0
155683,4752,2.0
155684,3298,2.0
155685,3298,2.0
155686,4898,2.0
155687,3298,2.0
155688,5530,2.0
155689,3298,2.0
155690,5593,2.0
155691,3298,2.0
155692,6594,2.0
155693,3298,2.0
155694,6758,2.0
155695,3298,2.0
155696,8425,2.0
155697,3420,2.0
155698,3299,2.0
155699,4181,2.0
155700,3299,2.0
155701,5569,2.0
155702,3299,2.0
155703,5630,2.0
155704,3299,2.0
155705,3299,2.0
155706,7079,2.0
155707,3299,2.0
155708,8064,2.0
155709,8536,2.0
155710,3299,2.0
155711,9367,2.0
155712,3299,2.0
155713,3299,2.0
155714,9379,2.0
155715,3299,2.0
155716,9756,2.0
155717,9989,2.0
155718,3299,2.0
155719,10719,2.0
155720,330,2.0
155721,11499,2.0
155722,330,2.0
155723,330,2.0
155724,11887,2.0
155725,330,2.0
155726,12467,2.0
155727,14227,2.0
155728,330,2.0
155729,330,2.0
155730,15379,2.0
155731,28677,2.0
155732,330,2.0
155733,330,2.0
155734,32281,2.0
155735,330,2.0
155736,37232,2.0
155737,3300,2.0
155738,3526,2.0
155739,11061,2.0
155740,331,2.0
155741,331,2.0
155742,15751,2.0
155743,3359,2.0
155744,3322,2.0
155745,3503,2.0
155746,3322,2.0
155747,3322,2.0
155748,4063,2.0
155749,5734,2.0
155750,3322,2.0
155751,6324,2.0
155752,3322,2.0
155753,3322,2.0
155754,8476,2.0
155755,5440,2.0
155756,3325,2.0
155757,3326,2.0
155758,4085,2.0
155759,4095,2.0
155760,3326,2.0
155761,3326,2.0
155762,7193,2.0
155763,3328,2.0
155764,5005,2.0
155765,11457,2.0
155766,333,2.0
155767,3332,2.0
155768,5030,2.0
155769,3332,2.0
155770,9205,2.0
155771,3807,2.0
155772,3335,2.0
155773,5141,2.0
155774,3335,2.0
155775,37982,2.0
155776,334,2.0
155777,42897,2.0
155778,334,2.0
155779,3574,2.0
155780,3342,2.0
155781,3614,2.0
155782,3342,2.0
155783,3783,2.0
155784,3342,2.0
155785,3342,2.0
155786,4282,2.0
155787,3342,2.0
155788,4879,2.0
155789,4896,2.0
155790,3342,2.0
155791,3342,2.0
155792,5081,2.0
155793,5356,2.0
155794,3342,2.0
155795,5593,2.0
155796,3342,2.0
155797,3342,2.0
155798,5682,2.0
155799,6422,2.0
155800,3342,2.0
155801,3342,2.0
155802,8100,2.0
155803,3342,2.0
155804,9756,2.0
155805,3841,2.0
155806,3345,2.0
155807,3349,2.0
155808,5307,2.0
155809,11703,2.0
155810,335,2.0
155811,335,2.0
155812,12189,2.0
155813,335,2.0
155814,15809,2.0
155815,20507,2.0
155816,335,2.0
155817,37487,2.0
155818,335,2.0
155819,3355,2.0
155820,4101,2.0
155821,3655,2.0
155822,3358,2.0
155823,3958,2.0
155824,3358,2.0
155825,4081,2.0
155826,3358,2.0
155827,4087,2.0
155828,3358,2.0
155829,3358,2.0
155830,5177,2.0
155831,3358,2.0
155832,7588,2.0
155833,8425,2.0
155834,3358,2.0
155835,3358,2.0
155836,8915,2.0
155837,9513,2.0
155838,3358,2.0
155839,3359,2.0
155840,3655,2.0
155841,3359,2.0
155842,4898,2.0
155843,6895,2.0
155844,3359,2.0
155845,6974,2.0
155846,3359,2.0
155847,7592,2.0
155848,3359,2.0
155849,9981,2.0
155850,3359,2.0
155851,3361,2.0
155852,3579,2.0
155853,3366,2.0
155854,4186,2.0
155855,4975,2.0
155856,3366,2.0
155857,5682,2.0
155858,3366,2.0
155859,6573,2.0
155860,3366,2.0
155861,4210,2.0
155862,3367,2.0
155863,3367,2.0
155864,6670,2.0
155865,3369,2.0
155866,6946,2.0
155867,3371,2.0
155868,8425,2.0
155869,3375,2.0
155870,5774,2.0
155871,3375,2.0
155872,8634,2.0
155873,338,2.0
155874,13125,2.0
155875,25013,2.0
155876,338,2.0
155877,338,2.0
155878,31646,2.0
155879,32379,2.0
155880,338,2.0
155881,338,2.0
155882,33337,2.0
155883,338,2.0
155884,37539,2.0
155885,338,2.0
155886,43691,2.0
155887,3381,2.0
155888,5462,2.0
